,date,country,platform,market_volume
129,2021-09-02,UK,iOS,1048923.673994991
130,2021-09-03,UK,iOS,1428329.6317542475
131,2021-09-04,UK,iOS,1470002.9848852265
132,2021-09-05,UK,iOS,1640193.7543697942
133,2021-09-06,UK,iOS,1588512.7183381761
134,2021-09-07,UK,iOS,996189.5269158097
135,2021-09-08,UK,iOS,1220953.9146363926
136,2021-09-09,UK,iOS,1232458.9576073317
137,2021-09-10,UK,iOS,1296151.645680324
138,2021-09-11,UK,iOS,1970381.4989063116
139,2021-09-12,UK,iOS,3092689.7478969474
140,2021-09-13,UK,iOS,1241600.880563826
141,2021-09-14,UK,iOS,1248059.0298917578
142,2021-09-15,UK,iOS,1528246.3671748214
143,2021-09-16,UK,iOS,1437123.6245213244
144,2021-09-17,UK,iOS,1587253.2376449779
145,2021-09-18,UK,iOS,2624677.1644345354
