,date,country,market_volume
124,2021-08-28,UK,830932.3263550558
125,2021-08-29,UK,904382.5989364691
126,2021-08-30,UK,699211.0109229295
127,2021-08-31,UK,714079.5761816654
128,2021-09-01,UK,781751.3437796826
129,2021-09-02,UK,566693.5883326787
130,2021-09-03,UK,571302.233057584
131,2021-09-04,UK,816580.3315702025
132,2021-09-05,UK,1069678.8639723125
133,2021-09-06,UK,642145.708451849
134,2021-09-07,UK,572259.5247057866
135,2021-09-08,UK,559305.8342840833
136,2021-09-09,UK,617543.676198151
137,2021-09-10,UK,653172.9846657516
138,2021-09-11,UK,907409.3244979153
139,2021-09-12,UK,953225.9171783499
140,2021-09-13,UK,511879.7836951448
141,2021-09-14,UK,500833.0604007325
142,2021-09-15,UK,592814.6267074167
143,2021-09-16,UK,512569.0540796659
144,2021-09-17,UK,654938.3836973765
145,2021-09-18,UK,1093273.8182847227
146,2021-09-19,UK,1071283.9234794185
147,2021-09-20,UK,573078.0373857603
148,2021-09-21,UK,519632.4629117801
149,2021-09-22,UK,565409.6749775271
150,2021-09-23,UK,518826.21294575813
151,2021-09-24,UK,559022.1213890304
152,2021-09-25,UK,912807.3316755148
153,2021-09-26,UK,917472.2178435278
154,2021-09-27,UK,558827.944920463
155,2021-09-28,UK,829813.1948722003
156,2021-09-29,UK,638856.1209117891
157,2021-09-30,UK,597478.0995606342
158,2021-10-01,UK,783178.7207963389
159,2021-10-02,UK,924653.4645339126
160,2021-10-03,UK,988606.353842518
161,2021-10-04,UK,597317.8326955835
162,2021-10-05,UK,594973.5914150302
163,2021-10-06,UK,529257.1138455333
164,2021-10-07,UK,636808.8657130897
165,2021-10-08,UK,745880.2867179316
166,2021-10-09,UK,1045815.750286493
167,2021-10-10,UK,853638.5514154023
168,2021-10-11,UK,444156.7255460501
169,2021-10-12,UK,479529.05626079254
170,2021-10-13,UK,574761.729797561
171,2021-10-14,UK,648616.8688815512
172,2021-10-15,UK,801647.2412287412
173,2021-10-16,UK,1340096.8212140612
174,2021-10-17,UK,1399931.472852162
175,2021-10-18,UK,869927.9946426967
176,2021-10-19,UK,625673.1898797548
177,2021-10-20,UK,709905.9259755503
178,2021-10-21,UK,628088.8708028074
179,2021-10-22,UK,760624.7475789475
180,2021-10-23,UK,957935.8886103376
181,2021-10-24,UK,1047858.7309405423
