,date,country,market_volume
167,2021-10-10,US,55171973.38373602
168,2021-10-11,US,39885272.059510395
169,2021-10-12,US,36467593.01021914
170,2021-10-13,US,53154778.362337
171,2021-10-14,US,45586948.856060326
172,2021-10-15,US,64111401.54446556
173,2021-10-16,US,67084130.529212445
174,2021-10-17,US,89604501.24840859
175,2021-10-18,US,5790460.497388484
176,2021-10-19,US,5476761.119171371
177,2021-10-20,US,5477089.774812018
178,2021-10-21,US,6289629.576124066
179,2021-10-22,US,6786861.032147021
180,2021-10-23,US,8632805.7096054
181,2021-10-24,US,8025665.307185271
