,date,country,market_volume
0,2021-04-26,US,37754425.68741573
1,2021-04-27,US,36084146.93298297
2,2021-04-28,US,34840720.59273965
3,2021-04-29,US,34607954.49474511
4,2021-04-30,US,38913058.10137433
5,2021-05-01,US,53697840.41198175
6,2021-05-02,US,52572029.2662341
7,2021-05-03,US,39659592.78932347
8,2021-05-04,US,37800480.621873505
9,2021-05-05,US,36783411.52853881
10,2021-05-06,US,33014650.40476338
11,2021-05-07,US,40172822.07415406
12,2021-05-08,US,49449597.62592356
13,2021-05-09,US,53085507.75746985
14,2021-05-10,US,36192322.79245536
15,2021-05-11,US,37500644.97832775
16,2021-05-12,US,39519621.742939524
17,2021-05-13,US,38095139.38557905
18,2021-05-14,US,42862012.1450583
19,2021-05-15,US,52064067.72666634
20,2021-05-16,US,50442027.66404587
21,2021-05-17,US,37133272.53962335
22,2021-05-18,US,39994064.1967023
23,2021-05-19,US,37878113.39244184
24,2021-05-20,US,44567624.40795535
25,2021-05-21,US,42665626.22215703
26,2021-05-22,US,52483523.48848236
27,2021-05-23,US,51044380.62508695
28,2021-05-24,US,40794367.007699504
29,2021-05-25,US,38439535.002291664
30,2021-05-26,US,41618047.73060503
31,2021-05-27,US,40223379.6254249
32,2021-05-28,US,50705469.982846715
33,2021-05-29,US,51230671.63905051
34,2021-05-30,US,57828434.082254454
35,2021-05-31,US,49851728.82518024
36,2021-06-01,US,42840997.0594853
37,2021-06-02,US,43710937.991335005
38,2021-06-03,US,41611729.63661312
39,2021-06-04,US,40095356.29117042
40,2021-06-05,US,46268807.659737475
41,2021-06-06,US,44809744.76747404
42,2021-06-07,US,39977039.17163296
43,2021-06-08,US,37148916.70919072
44,2021-06-09,US,37809684.02860947
45,2021-06-10,US,33591256.8108919
46,2021-06-11,US,34577299.8008271
47,2021-06-12,US,39970224.55796823
48,2021-06-13,US,44023812.95882426
49,2021-06-14,US,34605375.951698385
50,2021-06-15,US,38253527.499879
51,2021-06-16,US,35419641.60637304
52,2021-06-17,US,34657229.77564628
53,2021-06-18,US,37888829.00501607
54,2021-06-19,US,40556816.999742225
55,2021-06-20,US,44475673.81886846
56,2021-06-21,US,40505072.009009
57,2021-06-22,US,42053309.663085334
58,2021-06-23,US,40387994.48501332
59,2021-06-24,US,38106539.22393591
60,2021-06-25,US,41400854.00030463
61,2021-06-26,US,41240362.49476718
62,2021-06-27,US,43250224.16461354
63,2021-06-28,US,32948889.77005616
64,2021-06-29,US,32386835.210264206
65,2021-06-30,US,31238372.568415295
66,2021-07-01,US,31883241.10570971
67,2021-07-02,US,37532194.5728475
68,2021-07-03,US,36635256.16841974
69,2021-07-04,US,38613222.51315129
70,2021-07-05,US,43347388.178181976
71,2021-07-06,US,41351578.70580837
72,2021-07-07,US,40515017.98512551
73,2021-07-08,US,39656933.28585663
74,2021-07-09,US,40739372.25432947
75,2021-07-10,US,46127986.39898228
76,2021-07-11,US,45802656.56053611
77,2021-07-12,US,40917495.91633646
78,2021-07-13,US,40889933.54848478
79,2021-07-14,US,39585594.51205998
80,2021-07-15,US,40255078.9650249
81,2021-07-16,US,41352004.96392896
82,2021-07-17,US,43994199.061041825
83,2021-07-18,US,45443529.67957441
84,2021-07-19,US,44601254.34989813
85,2021-07-20,US,42030802.300603114
86,2021-07-21,US,44012169.817218944
87,2021-07-22,US,37337058.047372274
88,2021-07-23,US,38115998.2073466
89,2021-07-24,US,40892099.81727441
90,2021-07-25,US,44537707.64289892
91,2021-07-26,US,39986641.47613214
92,2021-07-27,US,41551801.18392506
93,2021-07-28,US,38987872.92485784
94,2021-07-29,US,36731177.614466906
95,2021-07-30,US,37611016.838638015
96,2021-07-31,US,44495506.59104457
97,2021-08-01,US,48267925.349839956
98,2021-08-02,US,41782732.78269835
99,2021-08-03,US,38812872.64809445
100,2021-08-04,US,35511492.04391946
101,2021-08-05,US,35319116.413409434
102,2021-08-06,US,39212227.33362942
103,2021-08-07,US,41322832.35762242
104,2021-08-08,US,44274632.6899733
105,2021-08-09,US,36858124.8434446
106,2021-08-10,US,34709045.18575418
107,2021-08-11,US,34284471.826646924
108,2021-08-12,US,35284425.36199005
109,2021-08-13,US,37945605.21555799
110,2021-08-14,US,43312705.96820159
111,2021-08-15,US,46598882.33546901
112,2021-08-16,US,32840131.13694482
113,2021-08-17,US,34251847.49807451
114,2021-08-18,US,33105851.045534384
115,2021-08-19,US,30783781.838489257
116,2021-08-20,US,33600160.923000365
117,2021-08-21,US,41221683.28604212
118,2021-08-22,US,46519689.28916538
119,2021-08-23,US,31847874.387186058
120,2021-08-24,US,33283021.62856031
121,2021-08-25,US,33541936.671246093
122,2021-08-26,US,33604260.98514377
123,2021-08-27,US,37424678.73597097
124,2021-08-28,US,46005847.18841023
125,2021-08-29,US,47873176.39827846
126,2021-08-30,US,33345505.73094632
127,2021-08-31,US,33268220.60493715
128,2021-09-01,US,30979342.31925304
129,2021-09-02,US,30678339.956125375
130,2021-09-03,US,35402322.26959351
131,2021-09-04,US,47963950.19120332
132,2021-09-05,US,56553992.27650614
133,2021-09-06,US,42946670.25731565
134,2021-09-07,US,32604138.893479664
135,2021-09-08,US,33752527.62402972
136,2021-09-09,US,32256850.75537357
137,2021-09-10,US,34543360.73599291
138,2021-09-11,US,45902553.57600466
139,2021-09-12,US,49217185.936380155
140,2021-09-13,US,28882567.714239147
141,2021-09-14,US,26129629.58072936
142,2021-09-15,US,28641630.481131166
143,2021-09-16,US,31674815.835867286
144,2021-09-17,US,33830652.16603807
145,2021-09-18,US,49692066.69739575
